0,1,2
189,0,52
189,1,50
189,1,49
189,0,46
189,0,42
189,0,37
189,0,35
189,1,33
189,0,32
189,1,30
189,0,27
189,1,22
189,1,21
189,1,20
189,1,19
189,0,15
189,0,13
189,1,11
189,1,7
189,1,4
188,0,340
188,0,339
188,0,337
188,0,333
188,0,308
188,0,306
188,0,284
188,0,283
188,0,281
188,0,280
188,0,279
188,0,278
188,0,277
188,0,274
188,0,272
188,0,271
188,0,270
188,0,269
188,0,268
188,0,267
188,0,266
188,0,265
188,0,264
188,0,263
188,0,262
188,0,261
188,0,260
188,0,259
188,0,258
188,0,257
188,0,256
188,0,255
188,0,254
188,0,252
188,0,250
188,0,249
188,0,248
188,0,247
188,0,242
188,0,240
188,0,239
188,0,237
188,0,236
188,0,235
188,0,233
188,0,232
188,0,231
188,0,230
188,0,229
188,0,228
188,0,220
188,0,169
188,0,160
188,0,158
188,0,157
188,0,153
188,0,150
188,0,148
188,0,147
188,0,144
188,0,142
188,0,141
188,0,140
188,0,139
188,0,138
188,0,136
188,0,134
188,0,132
188,0,131
188,0,129
188,0,127
188,0,126
188,0,125
188,0,123
188,0,122
188,0,121
188,0,119
188,0,118
188,0,117
188,0,116
188,0,115
188,0,114
188,0,113
188,0,109
188,0,106
188,0,105
188,0,103
188,0,102
188,0,101
188,0,100
188,0,99
188,0,95
188,0,94
188,0,93
188,0,92
188,0,91
188,0,60
188,0,52
188,0,51
188,1,49
188,0,46
188,0,44
188,1,40
188,1,28
188,0,27
188,1,22
188,0,6
188,1,4
188,1,2
188,1,0
187,0,333
187,0,329
187,0,328
187,1,314
187,0,301
187,0,285
187,0,284
187,0,283
187,0,282
187,0,281
187,0,279
187,0,278
187,0,276
187,0,275
187,0,274
187,0,273
187,0,272
187,0,271
187,0,270
187,0,269
187,0,268
187,0,267
187,0,265
187,0,264
187,0,263
187,0,262
187,0,261
187,0,260
187,0,259
187,0,258
187,0,257
187,0,255
187,0,254
187,0,252
187,0,248
187,0,245
187,0,243
187,0,242
187,0,237
187,0,236
187,0,234
187,0,233
187,0,231
187,0,230
187,0,229
187,0,228
187,0,226
187,0,225
187,0,224
187,0,221
187,0,218
187,0,210
187,0,209
187,0,208
187,0,207
187,0,206
187,0,204
187,0,203
187,0,202
187,0,201
187,0,200
187,0,199
187,0,198
187,0,196
187,0,195
187,0,193
187,0,185
187,0,175
187,0,174
187,0,168
187,0,166
187,0,165
187,0,158
187,0,157
187,0,155
187,0,153
187,0,147
187,0,146
187,0,144
187,0,143
187,0,142
187,0,140
187,0,138
187,0,137
187,0,136
187,0,132
187,0,131
187,0,129
187,0,127
187,0,123
187,0,122
187,0,121
187,0,120
187,0,119
187,0,118
187,0,117
187,0,116
187,0,114
187,0,113
187,0,112
187,0,109
187,0,107
187,0,105
187,0,103
187,0,100
187,0,99
187,0,95
187,0,94
187,0,93
187,0,92
187,0,91
187,0,89
187,0,88
187,0,85
187,0,83
187,0,80
187,0,79
187,0,78
187,0,75
187,0,74
187,0,73
187,0,72
187,0,71
187,0,70
187,0,69
187,0,67
187,0,64
187,0,63
187,0,60
187,0,58
187,1,50
187,1,49
187,0,44
187,1,40
187,0,37
187,0,36
187,1,33
187,1,28
187,1,26
187,1,22
187,1,21
187,1,20
187,1,19
187,1,18
187,1,17
187,0,13
187,1,7
187,0,6
187,1,4
186,0,339
186,0,337
186,0,330
186,0,329
186,0,328
186,1,314
186,0,307
186,0,301
186,1,291
186,0,286
186,0,283
186,0,281
186,0,279
186,0,278
186,0,277
186,0,273
186,0,272
186,0,271
186,0,270
186,0,269
186,0,268
186,0,267
186,0,266
186,0,265
186,0,264
186,0,263
186,0,262
186,0,261
186,0,260
186,0,259
186,0,258
186,0,257
186,0,254
186,0,252
186,0,248
186,0,247
186,0,244
186,0,243
186,0,240
186,0,239
186,0,237
186,0,236
186,0,233
186,0,232
186,0,231
186,0,230
186,0,229
186,0,226
186,0,225
186,0,224
186,0,223
186,0,221
186,0,220
186,0,218
186,0,210
186,0,209
186,0,208
186,0,206
186,0,205
186,0,204
186,0,203
186,0,202
186,0,201
186,0,200
186,0,198
186,0,196
186,0,193
186,0,192
186,0,186
186,1,177
186,0,169
186,0,167
186,0,166
186,1,162
186,0,160
186,0,158
186,0,157
186,0,153
186,0,147
186,0,146
186,0,144
186,0,143
186,0,142
186,0,141
186,0,140
186,0,139
186,0,138
186,0,137
186,0,136
186,0,134
186,0,132
186,0,131
186,0,129
186,0,127
186,0,125
186,0,123
186,0,122
186,0,121
186,0,118
186,0,117
186,0,116
186,0,114
186,0,109
186,0,106
186,0,105
186,0,103
186,0,101
186,0,100
186,0,99
186,0,95
186,0,94
186,0,93
186,0,91
186,0,89
186,0,88
186,0,85
186,0,80
186,0,79
186,0,78
186,0,77
186,0,76
186,0,75
186,0,72
186,0,71
186,0,70
186,0,69
186,0,68
186,0,67
186,0,66
186,0,65
186,0,64
186,0,63
186,0,62
186,0,60
186,0,58
186,1,57
186,1,50
186,1,49
186,0,46
186,0,44
186,1,43
186,1,41
186,1,40
186,1,34
186,1,33
186,0,32
186,1,28
186,0,27
186,1,26
186,1,22
186,1,21
186,0,13
186,1,11
186,1,10
186,1,9
186,1,7
186,1,6
186,1,5
186,1,4
186,1,0
185,0,340
185,0,339
185,0,337
185,0,333
185,0,329
185,0,317
185,0,308
185,0,304
185,0,301
185,0,297
185,0,288
185,0,286
185,0,285
185,0,284
185,0,283
185,0,281
185,0,280
185,0,279
185,0,278
185,0,277
185,0,275
185,0,274
185,0,273
185,0,272
185,0,271
185,0,270
185,0,269
185,0,268
185,0,267
185,0,266
185,0,265
185,0,264
185,0,263
185,0,262
185,0,261
185,0,260
185,0,259
185,0,258
185,0,257
185,0,256
185,0,255
185,0,254
185,0,253
185,0,252
185,0,251
185,0,250
185,0,249
185,0,248
185,0,245
185,0,243
185,0,242
185,0,241
185,0,238
185,0,236
185,0,235
185,0,234
185,0,233
185,0,232
185,0,231
185,0,230
185,0,229
185,0,228
185,0,226
185,0,225
185,0,224
185,0,223
185,0,221
185,0,220
185,0,219
185,0,218
185,0,217
185,0,214
185,0,213
185,0,210
185,0,209
185,0,208
185,0,207
185,0,206
185,0,205
185,0,204
185,0,203
185,0,202
185,0,201
185,0,200
185,0,198
185,0,195
185,0,193
185,0,192
185,0,191
185,0,190
185,0,189
185,0,186
185,0,183
185,0,182
185,0,181
185,0,179
185,1,177
185,1,173
185,0,167
185,0,163
185,1,162
185,1,161
185,0,159
185,0,158
185,0,157
185,0,156
185,0,153
185,0,152
185,0,151
185,0,150
185,0,149
185,0,148
185,0,147
185,0,146
185,0,145
185,0,144
185,0,142
185,0,141
185,0,140
185,0,138
185,0,137
185,0,136
185,0,134
185,0,133
185,0,132
185,0,131
185,0,130
185,0,129
185,0,128
185,0,127
185,0,126
185,0,125
185,0,124
185,0,123
185,0,122
185,0,121
185,0,120
185,0,119
185,0,118
185,0,117
185,0,116
185,0,115
185,0,114
185,0,113
185,0,112
185,0,110
185,0,109
185,0,108
185,0,107
185,0,105
185,0,103
185,0,102
185,0,101
185,0,100
185,0,99
185,0,98
185,0,97
185,0,95
185,0,94
185,0,93
185,0,92
185,0,91
185,0,88
185,0,86
185,0,85
185,0,83
185,0,80
185,0,79
185,0,78
185,0,73
185,0,72
185,0,71
185,0,70
185,0,69
185,0,67
185,0,66
185,0,65
185,0,64
185,0,62
185,0,60
185,0,58
185,0,55
185,0,52
185,1,49
185,0,46
185,0,44
185,0,37
185,0,36
185,0,35
185,0,32
185,1,28
185,0,27
185,0,13
185,1,11
185,0,6
185,1,4
184,0,337
184,0,329
184,0,328
184,0,327
184,1,314
184,0,304
184,0,302
184,0,301
184,0,299
184,0,298
184,0,286
184,0,283
184,0,282
184,0,281
184,0,278
184,0,276
184,0,272
184,0,270
184,0,269
184,0,268
184,0,267
184,0,266
184,0,264
184,0,262
184,0,261
184,0,260
184,0,259
184,0,258
184,0,255
184,0,254
184,0,252
184,0,248
184,0,243
184,0,238
184,0,233
184,0,232
184,0,231
184,0,230
184,0,229
184,0,228
184,0,226
184,0,225
184,0,224
184,0,223
184,0,221
184,0,218
184,0,216
184,0,214
184,0,213
184,0,210
184,0,209
184,0,207
184,0,206
184,0,204
184,0,203
184,0,202
184,0,201
184,0,200
184,0,199
184,0,198
184,0,197
184,0,195
184,0,194
184,0,193
184,0,192
184,0,191
184,0,190
184,0,189
184,0,188
184,0,187
184,0,186
184,0,185
184,0,184
184,0,183
184,0,175
184,0,167
184,0,166
184,0,165
184,1,162
184,0,159
184,0,158
184,0,157
184,0,156
184,0,153
184,0,147
184,0,146
184,0,144
184,0,143
184,0,142
184,0,141
184,0,136
184,0,134
184,0,132
184,0,131
184,0,130
184,0,129
184,0,127
184,0,126
184,0,125
184,0,123
184,0,122
184,0,121
184,0,118
184,0,117
184,0,116
184,0,114
184,0,108
184,0,105
184,0,103
184,0,99
184,0,95
184,0,94
184,0,93
184,0,92
184,0,91
184,0,88
184,0,85
184,0,83
184,0,80
184,0,79
184,0,78
184,0,77
184,0,75
184,0,73
184,0,72
184,0,71
184,0,70
184,0,67
184,0,65
184,0,64
184,0,63
184,0,62
184,0,60
184,0,58
184,0,57
184,0,56
184,1,50
184,1,49
184,0,46
184,1,40
184,0,36
184,1,34
184,1,33
184,0,32
184,1,31
184,1,28
184,1,22
184,1,21
184,1,19
184,0,13
184,1,9
184,1,7
184,1,6
184,1,5
184,1,4
184,1,2
183,0,333
183,0,332
183,0,329
183,0,327
183,1,314
183,0,308
183,0,307
183,0,305
183,0,301
183,0,298
183,0,297
183,0,286
183,0,285
183,0,284
183,0,283
183,0,282
183,0,281
183,0,280
183,0,279
183,0,278
183,0,277
183,0,276
183,0,275
183,0,274
183,0,273
183,0,272
183,0,271
183,0,270
183,0,269
183,0,268
183,0,267
183,0,266
183,0,265
183,0,264
183,0,263
183,0,262
183,0,261
183,0,260
183,0,259
183,0,258
183,0,257
183,0,255
183,0,254
183,0,252
183,0,251
183,0,250
183,0,248
183,0,246
183,0,245
183,0,243
183,0,242
183,0,240
183,0,239
183,0,238
183,0,236
183,0,235
183,0,234
183,0,233
183,0,232
183,0,231
183,0,230
183,0,229
183,0,228
183,0,227
183,0,226
183,0,225
183,0,224
183,0,221
183,0,220
183,0,218
183,0,213
183,0,210
183,0,209
183,0,208
183,0,207
183,0,206
183,0,204
183,0,203
183,0,202
183,0,201
183,0,200
183,0,198
183,0,195
183,0,194
183,0,193
183,0,192
183,0,191
183,0,190
183,0,189
183,0,186
183,0,184
183,0,183
183,1,177
183,0,169
183,0,168
183,0,167
183,0,166
183,1,162
183,0,159
183,0,158
183,0,157
183,0,155
183,0,153
183,0,148
183,0,147
183,0,144
183,0,142
183,0,141
183,0,139
183,0,138
183,0,137
183,0,136
183,0,133
183,0,132
183,0,131
183,0,127
183,0,123
183,0,122
183,0,121
183,0,119
183,0,118
183,0,117
183,0,116
183,0,114
183,0,113
183,0,112
183,0,109
183,0,106
183,0,105
183,0,104
183,0,103
183,0,101
183,0,100
183,0,99
183,0,96
183,0,95
183,0,94
183,0,93
183,0,92
183,0,91
183,0,89
183,0,88
183,0,86
183,0,85
183,0,83
183,0,80
183,0,79
183,0,77
183,0,75
183,0,73
183,0,72
183,0,71
183,0,70
183,0,69
183,0,67
183,0,65
183,0,64
183,0,63
183,0,62
183,0,60
183,0,58
183,0,50
183,1,49
183,0,44
183,0,35
183,1,33
183,1,28
183,0,27
183,1,22
183,1,17
183,0,13
183,1,12
183,1,11
183,1,4
183,1,2
182,0,339
182,0,332
182,0,329
182,0,324
182,0,323
182,0,308
182,0,306
182,0,301
182,1,294
182,1,289
182,0,288
182,0,286
182,0,285
182,0,284
182,0,283
182,0,281
182,0,280
182,0,279
182,0,278
182,0,274
182,0,272
182,0,271
182,0,270
182,0,269
182,0,268
182,0,267
182,0,266
182,0,265
182,0,264
182,0,263
182,0,262
182,0,261
182,0,260
182,0,259
182,0,258
182,0,257
182,0,256
182,0,255
182,0,254
182,0,253
182,0,252
182,0,250
182,0,249
182,0,248
182,0,242
182,0,238
182,0,237
182,0,236
182,0,234
182,0,233
182,0,232
182,0,231
182,0,230
182,0,229
182,0,228
182,0,226
182,0,225
182,0,224
182,0,223
182,0,221
182,0,220
182,0,218
182,0,217
182,0,210
182,0,207
182,0,206
182,0,203
182,0,202
182,0,201
182,0,200
182,0,198
182,0,197
182,0,195
182,0,193
182,0,192
182,0,186
182,0,183
182,0,182
182,0,179
182,1,177
182,1,173
182,1,163
182,1,162
182,1,161
182,0,159
182,0,158
182,0,157
182,0,156
182,0,154
182,0,153
182,0,151
182,0,150
182,0,148
182,0,147
182,0,146
182,0,144
182,0,143
182,0,142
182,0,141
182,0,140
182,0,138
182,0,137
182,0,136
182,0,135
182,0,134
182,0,133
182,0,132
182,0,131
182,0,129
182,0,127
182,0,126
182,0,125
182,0,123
182,0,121
182,0,120
182,0,118
182,0,117
182,0,116
182,0,114
182,0,112
182,0,109
182,0,108
182,0,107
182,0,105
182,0,103
182,0,101
182,0,100
182,0,99
182,0,96
182,0,95
182,0,94
182,0,93
182,0,92
182,0,91
182,0,89
182,0,88
182,0,85
182,0,79
182,0,78
182,0,77
182,0,76
182,0,74
182,0,73
182,0,72
182,0,71
182,0,70
182,0,69
182,0,67
182,0,65
182,0,64
182,0,63
182,0,62
182,0,61
182,0,60
182,0,58
182,0,55
182,0,54
182,0,51
182,1,49
182,0,46
182,0,44
182,1,40
182,0,39
182,0,37
182,1,34
182,1,33
182,0,32
182,0,29
182,1,28
182,0,27
182,1,22
182,1,19
182,1,17
182,1,11
182,1,4
181,0,333
181,0,332
181,0,329
181,0,325
181,1,314
181,0,313
181,0,308
181,0,307
181,0,301
181,0,298
181,0,286
181,0,283
181,0,281
181,0,279
181,0,278
181,0,277
181,0,276
181,0,274
181,0,272
181,0,271
181,0,270
181,0,269
181,0,268
181,0,267
181,0,264
181,0,262
181,0,258
181,0,254
181,0,252
181,0,248
181,0,243
181,0,242
181,0,239
181,0,238
181,0,237
181,0,236
181,0,234
181,0,232
181,0,231
181,0,230
181,0,229
181,0,228
181,0,226
181,0,225
181,0,224
181,0,223
181,0,222
181,0,221
181,0,220
181,0,218
181,0,216
181,0,214
181,0,213
181,0,210
181,0,209
181,0,208
181,0,207
181,0,206
181,0,204
181,0,203
181,0,202
181,0,201
181,0,200
181,0,198
181,0,197
181,0,195
181,0,193
181,0,192
181,0,189
181,0,186
181,0,174
181,0,167
181,1,162
181,0,159
181,0,158
181,0,157
181,0,153
181,0,148
181,0,147
181,0,146
181,0,144
181,0,143
181,0,142
181,0,141
181,0,140
181,0,136
181,0,134
181,0,132
181,0,131
181,0,127
181,0,125
181,0,123
181,0,122
181,0,121
181,0,118
181,0,116
181,0,105
181,0,103
181,0,101
181,0,99
181,0,97
181,0,96
181,0,95
181,0,94
181,0,93
181,0,92
181,0,91
181,0,90
181,0,89
181,0,88
181,0,86
181,0,85
181,0,83
181,0,81
181,0,80
181,0,79
181,0,78
181,0,77
181,0,76
181,0,74
181,0,73
181,0,72
181,0,71
181,0,70
181,0,67
181,0,66
181,0,65
181,0,64
181,0,62
181,0,61
181,0,60
181,0,58
181,1,49
181,0,46
181,0,44
181,1,41
181,1,40
181,1,33
181,0,32
181,1,30
181,1,28
181,1,22
181,1,21
181,1,17
181,1,11
181,1,9
181,1,7
181,1,4
181,1,0
180,0,339
180,0,335
180,0,334
180,0,333
180,0,332
180,0,330
180,0,329
180,0,328
180,0,327
180,0,326
180,0,313
180,0,312
180,0,308
180,0,304
180,0,301
180,0,298
180,0,297
180,0,286
180,0,284
180,0,283
180,0,281
180,0,279
180,0,278
180,0,277
180,0,276
180,0,275
180,0,274
180,0,273
180,0,272
180,0,271
180,0,270
180,0,269
180,0,268
180,0,267
180,0,266
180,0,265
180,0,264
180,0,263
180,0,262
180,0,261
180,0,260
180,0,259
180,0,258
180,0,257
180,0,255
180,0,254
180,0,252
180,0,251
180,0,250
180,0,248
180,0,245
180,0,243
180,0,242
180,0,239
180,0,238
180,0,237
180,0,236
180,0,235
180,0,234
180,0,233
180,0,232
180,0,230
180,0,229
180,0,228
180,0,227
180,0,226
180,0,225
180,0,224
180,0,223
180,0,221
180,0,220
180,0,218
180,0,217
180,0,216
180,0,214
180,0,213
180,0,212
180,0,210
180,0,209
180,0,207
180,0,206
180,0,204
180,0,203
180,0,202
180,0,201
180,0,200
180,0,199
180,0,198
180,0,197
180,0,196
180,0,194
180,0,193
180,0,192
180,0,191
180,0,190
180,0,189
180,0,188
180,0,187
180,0,186
180,0,185
180,0,184
180,0,183
180,0,175
180,0,167
180,0,166
180,0,165
180,0,164
180,0,159
180,0,158
180,0,157
180,0,154
180,0,153
180,0,150
180,0,147
180,0,146
180,0,144
180,0,143
180,0,141
180,0,140
180,0,138
180,0,137
180,0,136
180,0,135
180,0,134
180,0,132
180,0,131
180,0,128
180,0,127
180,0,125
180,0,124
180,0,123
180,0,122
180,0,121
180,0,119
180,0,118
180,0,117
180,0,116
180,0,115
180,0,114
180,0,109
180,0,105
180,0,103
180,0,101
180,0,100
180,0,99
180,0,98
180,0,97
180,0,96
180,0,95
180,0,94
180,0,93
180,0,92
180,0,91
180,0,90
180,0,89
180,0,88
180,0,86
180,0,85
180,0,83
180,0,82
180,0,81
180,0,80
180,0,79
180,0,78
180,0,76
180,0,75
180,0,74
180,0,73
180,0,72
180,0,71
180,0,70
180,0,69
180,0,67
180,0,65
180,0,64
180,0,63
180,0,62
180,0,61
180,0,60
180,0,59
180,0,58
180,0,57
180,0,56
180,0,48
180,0,46
180,0,44
180,0,42
180,1,40
180,0,37
180,1,33
180,0,32
180,1,30
180,0,27
180,1,22
180,1,21
180,1,17
180,0,16
180,0,14
180,0,13
180,1,11
180,1,7
180,0,6
180,1,4
180,0,3
180,1,2
179,0,337
179,0,333
179,0,329
179,0,328
179,0,325
179,0,324
179,0,323
179,0,321
179,0,318
179,0,317
179,0,308
179,0,307
179,0,306
179,0,305
179,0,301
179,0,300
179,0,298
179,0,297
179,0,288
179,0,287
179,0,286
179,0,285
179,0,284
179,0,283
179,0,281
179,0,280
179,0,278
179,0,276
179,0,274
179,0,272
179,0,271
179,0,270
179,0,269
179,0,268
179,0,267
179,0,266
179,0,265
179,0,264
179,0,263
179,0,262
179,0,258
179,0,257
179,0,256
179,0,255
179,0,254
179,0,252
179,0,251
179,0,248
179,0,243
179,0,242
179,0,238
179,0,237
179,0,236
179,0,233
179,0,232
179,0,231
179,0,230
179,0,229
179,0,228
179,0,227
179,0,226
179,0,225
179,0,224
179,0,223
179,0,221
179,0,218
179,0,214
179,0,210
179,0,209
179,0,208
179,0,206
179,0,205
179,0,204
179,0,203
179,0,202
179,0,201
179,0,200
179,0,199
179,0,198
179,0,196
179,0,195
179,0,193
179,0,192
179,0,190
179,0,189
179,0,186
179,0,184
179,0,183
179,0,182
179,0,181
179,0,179
179,1,177
179,0,175
179,0,172
179,0,167
179,1,162
179,0,158
179,0,157
179,0,156
179,0,153
179,0,147
179,0,144
179,0,143
179,0,142
179,0,141
179,0,140
179,0,136
179,0,134
179,0,132
179,0,131
179,0,130
179,0,129
179,0,127
179,0,126
179,0,125
179,0,123
179,0,122
179,0,121
179,0,118
179,0,116
179,0,112
179,0,109
179,0,108
179,0,103
179,0,100
179,0,99
179,0,98
179,0,97
179,0,96
179,0,95
179,0,94
179,0,93
179,0,92
179,0,91
179,0,88
179,0,86
179,0,85
179,0,80
179,0,79
179,0,78
179,0,76
179,0,75
179,0,73
179,0,72
179,0,71
179,0,70
179,0,68
179,0,65
179,0,64
179,0,63
179,0,62
179,0,60
179,0,58
179,0,57
179,0,55
179,0,54
179,1,50
179,1,49
179,0,46
179,1,45
179,0,44
179,1,34
179,0,32
179,1,22
179,1,21
179,1,20
179,0,15
179,0,13
179,1,11
179,1,7
179,1,6
179,1,4
179,1,0
178,0,333
178,0,329
178,0,328
178,0,327
178,0,308
178,0,305
178,0,304
178,0,301
178,0,298
178,0,297
178,0,261
178,0,254
178,0,252
178,0,250
178,0,247
178,0,245
178,0,243
178,0,242
178,0,240
178,0,239
178,0,237
178,0,235
178,0,232
178,0,230
178,0,229
178,0,228
178,0,226
178,0,225
178,0,224
178,0,223
178,0,222
178,0,221
178,0,220
178,0,218
178,0,213
178,0,210
178,0,209
178,0,208
178,0,207
178,0,206
178,0,204
178,0,203
178,0,202
178,0,201
178,0,200
178,0,198
178,0,197
178,0,195
178,0,194
178,0,193
178,0,192
178,0,190
178,0,189
178,0,188
178,0,186
178,0,184
178,0,183
178,0,175
178,0,166
178,1,162
178,0,134
178,0,127
178,0,121
178,0,117
178,0,110
178,0,105
178,0,103
178,0,100
178,0,99
178,0,97
178,0,95
178,0,92
178,0,91
178,0,88
178,0,86
178,0,85
178,0,83
178,0,80
178,0,79
178,0,78
178,0,75
178,0,73
178,0,72
178,0,71
178,0,70
178,0,69
178,0,67
178,0,65
178,0,64
178,0,62
178,0,60
178,0,58
178,1,41
178,0,39
178,1,33
178,0,32
178,1,31
178,1,29
178,1,28
178,1,24
178,1,22
178,1,21
178,0,13
178,1,11
178,1,10
178,1,6
177,0,301
177,0,286
177,0,284
177,0,281
177,0,280
177,0,278
177,0,277
177,0,276
177,0,275
177,0,274
177,0,273
177,0,272
177,0,271
177,0,270
177,0,269
177,0,268
177,0,267
177,0,265
177,0,264
177,0,263
177,0,262
177,0,261
177,0,260
177,0,259
177,0,258
177,0,257
177,0,256
177,0,255
177,0,254
177,0,253
177,0,252
177,0,250
177,0,248
177,0,243
177,0,242
177,0,238
177,0,237
177,0,236
177,0,233
177,0,230
177,0,229
177,0,228
177,0,226
177,0,225
177,0,224
177,0,223
177,0,221
177,0,220
177,0,218
177,0,210
177,0,207
177,0,206
177,0,204
177,0,203
177,0,202
177,0,200
177,0,198
177,0,196
177,0,193
177,0,192
177,0,191
177,0,186
177,0,183
177,1,177
177,0,167
177,0,166
177,1,163
177,1,162
177,1,161
177,0,159
177,0,158
177,0,157
177,0,156
177,0,148
177,0,147
177,0,146
177,0,144
177,0,143
177,0,142
177,0,141
177,0,140
177,0,138
177,0,137
177,0,136
177,0,135
177,0,134
177,0,133
177,0,132
177,0,131
177,0,129
177,0,128
177,0,127
177,0,125
177,0,123
177,0,122
177,0,121
177,0,119
177,0,118
177,0,117
177,0,116
177,0,115
177,0,109
177,0,105
177,0,103
177,0,101
177,0,100
177,0,99
177,0,95
177,0,94
177,0,91
177,0,89
177,0,88
177,0,85
177,0,83
177,0,80
177,0,79
177,0,71
177,0,70
177,0,69
177,0,67
177,0,65
177,0,64
177,0,62
177,0,60
177,0,58
177,1,50
177,1,49
177,0,46
177,0,44
177,1,40
177,0,37
177,1,33
177,0,32
177,1,30
177,1,28
177,1,26
177,1,24
177,1,22
177,1,21
177,1,20
177,1,19
177,1,17
177,1,12
177,1,11
177,1,9
177,1,7
177,1,4
177,1,2
177,1,0
176,0,332
176,0,331
176,0,329
176,0,303
176,0,302
176,0,301
176,0,298
176,0,297
176,1,291
176,0,286
176,0,280
176,0,261
176,0,254
176,0,252
176,0,247
176,0,240
176,0,239
176,0,238
176,0,237
176,0,236
176,0,234
176,0,233
176,0,231
176,0,230
176,0,229
176,0,228
176,0,226
176,0,225
176,0,224
176,0,223
176,0,222
176,0,221
176,0,220
176,0,218
176,0,214
176,0,213
176,0,211
176,0,210
176,0,209
176,0,208
176,0,207
176,0,206
176,0,205
176,0,204
176,0,203
176,0,202
176,0,201
176,0,200
176,0,198
176,0,196
176,0,195
176,0,193
176,0,192
176,0,189
176,0,186
176,0,183
176,0,166
176,0,165
176,1,161
176,0,160
176,0,127
176,0,122
176,0,121
176,0,118
176,0,117
